,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price,purch_count
41097,218975549,purchase,2013-09-30 00:00:00,Amazon.com,,,Status Indicator Sm,203,1
41098,218975549,purchase,2013-10-01 00:00:00,Amazon.com,,,Status Indicator Sm,203,2
27715,218990223,purchase,2013-11-01 00:00:00,Southern,,,Status Indicator Sm,203,1
27717,218990223,purchase,2013-11-01 00:00:00,Southern,,,Base Station,47,2
27713,218990223,purchase,2013-11-11 00:00:00,Southern,,,Base Station,47,3
27718,218990223,purchase,2013-11-12 00:00:00,DSG,,,Alarm,699,4
27714,218990223,purchase,2013-11-15 00:00:00,Southern,,,Status Indicator Sm,203,5
34349,218991741,purchase,2014-09-23 00:00:00,Distrib A,,,Signal Amplifier,98,1
36187,218994271,purchase,2014-04-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
34372,218996801,purchase,2013-04-09 00:00:00,other,,,Status Indicator Md,295,1
34373,218996801,purchase,2013-04-09 00:00:00,other,,,Status Indicator Md,295,2
34371,218996801,purchase,2013-04-17 00:00:00,other,,,Base Station,47,3
34375,218996801,purchase,2013-05-29 00:00:00,other,,,Dashboard,344,4
34370,218996801,purchase,2013-06-13 00:00:00,other,,,Status Indicator Lg,397,5
34374,218996801,purchase,2013-06-13 00:00:00,other,,,Status Indicator Lg,397,6
34376,218996801,purchase,2013-08-26 00:00:00,other,,,Launch Button,699,7
34377,218996801,purchase,2013-11-25 00:00:00,other,,,Status Indicator Sm,203,8
34378,218996801,purchase,2013-11-25 00:00:00,other,,,Status Indicator Sm,203,9
29798,219002367,purchase,2014-05-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
33181,219002367,purchase,2014-05-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
31099,219002873,purchase,2013-11-29 00:00:00,other,,,Status Indicator Lg,397,1
40235,219003379,purchase,2013-04-09 00:00:00,DSG,,Retail,Status Indicator Md,295,1
38104,219003379,purchase,2013-04-22 00:00:00,DSG,,Retail,Launch Button,699,2
38527,219003379,purchase,2013-04-22 00:00:00,DSG,,Retail,Alarm,699,3
24346,219012993,purchase,2013-09-06 00:00:00,Computer Discounter,,Dist Partners,Alarm,699,1
24036,219012993,purchase,2013-11-18 00:00:00,Computer Discounter,,Dist Partners,Launch Button,699,2
26214,219012993,purchase,2013-11-18 00:00:00,Computer Discounter,,Dist Partners,Base Station,47,3
25167,219012993,purchase,2013-12-18 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,4
25338,219012993,purchase,2013-12-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
27909,219013499,purchase,2014-04-23 00:00:00,Flagship Stores,,,Launch Button,699,1
34534,219014511,purchase,2013-05-28 00:00:00,online,,,Base Station,47,1
37817,219014511,purchase,2014-04-02 00:00:00,Flagship Stores,,,Status Indicator Sm,203,2
37876,219016029,purchase,2013-03-06 00:00:00,other,,,Alarm,699,1
37875,219016029,purchase,2013-03-28 00:00:00,other,,,Base Station,47,2
37882,219016029,purchase,2013-04-05 00:00:00,other,,,Launch Button,699,3
37881,219016029,purchase,2013-07-09 00:00:00,other,,,Dashboard,344,4
37872,219016029,purchase,2013-07-22 00:00:00,other,,,Dashboard + Monitor,502,5
37873,219016029,purchase,2013-07-22 00:00:00,other,,,Dashboard + Monitor,502,6
37877,219016029,purchase,2013-07-22 00:00:00,other,,,Dashboard + Monitor,502,7
37878,219016029,purchase,2013-07-22 00:00:00,other,,,Dashboard + Monitor,502,8
37880,219016029,purchase,2013-07-22 00:00:00,other,,,Dashboard,344,9
37883,219016029,purchase,2013-07-22 00:00:00,other,,,Dashboard + Monitor,502,10
41073,219016029,purchase,2013-07-22 00:00:00,other,,,Dashboard + Monitor,502,11
37874,219016029,purchase,2014-01-09 00:00:00,other,,,Dashboard + Monitor,502,12
37871,219016029,purchase,2014-10-20 00:00:00,Flagship Stores,,,Signal Amplifier,98,13
28477,219019571,purchase,2013-10-09 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
42302,219026149,purchase,2014-04-17 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
24084,219026149,purchase,2014-12-04 00:00:00,online,,Online,Launch Button,699,2
28756,219027161,purchase,2013-08-16 00:00:00,other,,Dist Partners,Dashboard,344,1
45460,219027161,purchase,2014-08-29 00:00:00,other,,Retail,Dashboard + Monitor,502,2
41111,219029691,purchase,2014-09-19 00:00:00,Flagship Stores,,,Status Indicator Sm,203,1
34352,219032221,purchase,2013-12-20 00:00:00,other,,,Launch Button,699,1
37846,219032727,purchase,2013-11-04 00:00:00,DSG,,,Status Indicator Lg,397,1
40171,219033739,purchase,2013-05-15 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,1
40170,219033739,purchase,2013-08-07 00:00:00,other,,Other,Status Indicator Md,295,2
28941,219033739,purchase,2014-09-11 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,3
46563,219035257,purchase,2014-10-02 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,1
37879,219036269,purchase,2013-10-11 00:00:00,Electronic Exp,,,Status Indicator Sm,203,1
41072,219036269,purchase,2014-03-12 00:00:00,Electronic Exp,,,Launch Button,699,2
41137,219036269,purchase,2014-04-02 00:00:00,Flagship Stores,,,Status Indicator Sm,203,3
41077,219036269,purchase,2014-09-22 00:00:00,Flagship Stores,,,Status Indicator Sm,203,4
43999,219036269,purchase,2014-09-22 00:00:00,Flagship Stores,,,Status Indicator Sm,203,5
34794,219039305,purchase,2014-05-26 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
35232,219039305,purchase,2014-09-10 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
27579,219048413,purchase,2014-06-06 00:00:00,Flagship Stores,,,Status Indicator Sm,203,1
51128,219055497,purchase,2014-07-07 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
41060,219059545,purchase,2013-11-05 00:00:00,other,,,Status Indicator Sm,203,1
44449,219061063,purchase,2014-07-25 00:00:00,Flagship Stores,,,Base Station,47,1
41148,219064605,purchase,2013-01-03 00:00:00,Best Buy,,,Status Indicator Lg,397,1
41147,219064605,purchase,2013-02-13 00:00:00,Best Buy,,,Status Indicator Md,295,2
27430,219066123,purchase,2013-08-13 00:00:00,Flagship Stores,,,Status Indicator Md,295,1
41180,219066629,purchase,2013-10-25 00:00:00,online partner,,,Status Indicator Sm,203,1
36076,219070677,purchase,2013-10-11 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Sm,203,1
27867,219071183,purchase,2013-11-14 00:00:00,other,,,Base Station,47,1
29341,219072195,purchase,2013-12-02 00:00:00,online,,Online,Status Indicator Sm,203,1
34395,219072701,purchase,2013-03-11 00:00:00,other,,,Alarm,699,1
34396,219072701,purchase,2013-03-11 00:00:00,other,,,Launch Button,699,2
37800,219076749,purchase,2013-11-01 00:00:00,Distrib A,,,Status Indicator Sm,203,1
41154,219076749,purchase,2014-04-03 00:00:00,Flagship Stores,,,Status Indicator Sm,203,2
41067,219076749,purchase,2014-08-08 00:00:00,Flagship Stores,,,Status Indicator Sm,203,3
41166,219079279,purchase,2013-10-09 00:00:00,Distrib A,,,Status Indicator Sm,203,1
37487,219084339,purchase,2013-08-08 00:00:00,other,,Online,Base Station,47,1
37233,219085857,purchase,2013-04-22 00:00:00,Southern,,Retail,Base Station,47,1
37234,219085857,purchase,2013-04-22 00:00:00,Southern,,Retail,Base Station,47,2
32567,219088387,purchase,2013-04-11 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
33160,219088387,purchase,2013-11-08 00:00:00,online,,Dist Partners,Status Indicator Sm,203,2
33356,219088387,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
39220,219091929,purchase,2013-12-30 00:00:00,online,,Online,Status Indicator Sm,203,1
31986,219095471,purchase,2014-04-25 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,1
35212,219095471,purchase,2014-05-07 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
35670,219095471,purchase,2014-05-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,3
35549,219095471,purchase,2014-09-11 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,4
34316,219098001,purchase,2013-05-22 00:00:00,Amazon.com,,,Dashboard,344,1
31339,219100531,purchase,2013-05-16 00:00:00,Southern,,,Base Station,47,1
31342,219100531,purchase,2013-05-17 00:00:00,Southern,,,Base Station,47,2
31338,219100531,purchase,2013-10-28 00:00:00,other,,,Dashboard + Monitor,502,3
31703,219101037,purchase,2013-08-23 00:00:00,other,,Online,Dashboard + Monitor,502,1
32122,219101037,purchase,2013-08-23 00:00:00,other,,Online,Dashboard,344,2
24551,219101037,purchase,2014-10-17 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,3
25314,219101037,purchase,2014-12-04 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
37725,219103567,purchase,2013-09-09 00:00:00,online,,,Status Indicator Md,295,1
34469,219103567,purchase,2014-06-06 00:00:00,Flagship Stores,,,Alarm,699,2
42464,219105085,purchase,2013-11-25 00:00:00,online,,Dist Partners,Status Indicator Sm,203,1
31096,219106603,purchase,2013-10-25 00:00:00,online partner,,,Base Station,47,1
31097,219106603,purchase,2013-10-25 00:00:00,online partner,,,Status Indicator Sm,203,2
29342,219107615,purchase,2013-11-19 00:00:00,Thayer,,Dist Partners,Status Indicator Sm,203,1
29250,219108121,purchase,2013-10-23 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,1
50447,219108121,purchase,2015-02-16 00:00:00,other,,Retail,Signal Amplifier,98,2
31145,219111663,purchase,2013-03-11 00:00:00,other,,,Status Indicator Lg,397,1
34497,219120265,purchase,2014-07-25 00:00:00,Flagship Stores,,,Launch Button,699,1
41185,219122289,purchase,2013-11-13 00:00:00,Best Buy,,,Status Indicator Sm,203,1
31299,219124313,purchase,2013-04-09 00:00:00,DSG,,,Status Indicator Md,295,1
31468,219126337,purchase,2013-04-08 00:00:00,online,,Dist Partners,Launch Button,699,1
25024,219126337,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
28376,219126843,purchase,2013-07-05 00:00:00,Computer Discounter,,Dist Partners,Dashboard + Monitor,502,1
30127,219126843,purchase,2013-09-05 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,2
28797,219126843,purchase,2014-02-07 00:00:00,Computer Discounter,,Dist Partners,Dashboard,344,3
29443,219126843,purchase,2014-02-21 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,4
32805,219126843,purchase,2014-04-28 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
39279,219126843,purchase,2014-04-28 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,6
39280,219126843,purchase,2014-04-28 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,7
32804,219126843,purchase,2014-05-16 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,8
43353,219126843,purchase,2014-07-07 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Md,295,9
28908,219126843,purchase,2014-10-30 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,10
41588,219126843,purchase,2014-10-30 00:00:00,Computer Discounter,,Dist Partners,Dashboard + Monitor,502,11
41861,219126843,purchase,2014-10-30 00:00:00,Computer Discounter,,Dist Partners,Dashboard,344,12
41862,219126843,purchase,2014-10-30 00:00:00,Computer Discounter,,Dist Partners,Dashboard,344,13
41863,219126843,purchase,2014-10-30 00:00:00,Computer Discounter,,Dist Partners,Dashboard,344,14
42733,219126843,purchase,2014-10-30 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,15
50342,219126843,purchase,2014-12-31 00:00:00,Computer Discounter,,Dist Partners,Alarm,699,16
50385,219134433,purchase,2015-03-26 00:00:00,other,,Dist Partners,Dashboard,344,1
31859,219138987,purchase,2014-02-26 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
31557,219138987,purchase,2014-03-10 00:00:00,other,,Dist Partners,Launch Button,699,2
32242,219138987,purchase,2014-03-12 00:00:00,Cambridge,,Retail,Dashboard,344,3
43064,219138987,purchase,2014-04-17 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,4
28035,219139999,purchase,2014-08-08 00:00:00,Flagship Stores,,,Launch Button,699,1
45778,219141011,purchase,2014-11-21 00:00:00,other,,Other,Status Indicator Lg,397,1
29318,219148095,purchase,2014-03-03 00:00:00,online,,Dist Partners,Status Indicator Sm,203,1
32631,219148095,purchase,2014-03-03 00:00:00,online,,Dist Partners,Status Indicator Sm,203,2
30512,219148095,purchase,2014-03-24 00:00:00,online,,Dist Partners,Base Station,47,3
45943,219148601,purchase,2014-10-22 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,1
34380,219153661,purchase,2013-06-05 00:00:00,DSG,,,Base Station,47,1
44007,219160745,purchase,2014-01-21 00:00:00,Target,,,Status Indicator Sm,203,1
44006,219160745,purchase,2014-02-04 00:00:00,Target,,,Status Indicator Sm,203,2
32528,219164287,purchase,2013-12-03 00:00:00,Amazon.com,,Retail,Status Indicator Lg,397,1
34477,219168841,purchase,2013-04-17 00:00:00,other,,,Remote,344,1
27882,219168841,purchase,2013-05-15 00:00:00,other,,,Dashboard,344,2
31077,219169853,purchase,2013-07-22 00:00:00,DSG,,,Launch Button,699,1
34533,219176431,purchase,2014-01-23 00:00:00,Distrib A,,,Status Indicator Sm,203,1
34580,219177443,purchase,2014-10-22 00:00:00,Flagship Stores,,,Status Indicator Md,295,1
50738,219178961,purchase,2014-10-23 00:00:00,online,,Dist Partners,Status Indicator Sm,203,1
32655,219183515,purchase,2014-01-24 00:00:00,other,,Dist Partners,Status Indicator Sm,203,1
44815,219186551,purchase,2014-10-07 00:00:00,Flagship Stores,,,Dashboard,344,1
31659,219188575,purchase,2013-03-05 00:00:00,Distrib C,,Retail,Dashboard + Monitor,502,1
31344,219191611,purchase,2013-11-11 00:00:00,Electronic Exp,,,Launch Button,699,1
34289,219192117,purchase,2014-10-01 00:00:00,online,code2,Online,Base Station,47,1
24443,219192117,purchase,2014-10-02 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,2
31592,219202237,purchase,2013-03-13 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
32025,219202237,purchase,2013-03-26 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
34308,219202237,purchase,2013-11-25 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
34309,219202237,purchase,2013-11-25 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,4
33274,219202237,purchase,2013-12-03 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
33273,219202237,purchase,2013-12-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,6
29061,219207803,purchase,2013-09-16 00:00:00,Distrib A,,Dist Partners,Status Indicator Lg,397,1
32815,219207803,purchase,2014-04-03 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
50470,219207803,purchase,2014-10-06 00:00:00,other,,Dist Partners,Signal Amplifier,98,3
50418,219207803,purchase,2014-10-24 00:00:00,other,,Dist Partners,Dashboard,344,4
50571,219207803,purchase,2014-10-24 00:00:00,other,,Dist Partners,Status Indicator Lg,397,5
51073,219207803,purchase,2014-10-24 00:00:00,other,,Dist Partners,Status Indicator Md,295,6
37862,219208309,purchase,2013-05-08 00:00:00,other,,,Base Station,47,1
40654,219211345,purchase,2013-11-11 00:00:00,other,,Retail,Base Station,47,1
40118,219211345,purchase,2014-01-24 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,2
34445,219232091,purchase,2013-03-08 00:00:00,other,,,Launch Button,699,1
34444,219232091,purchase,2013-03-22 00:00:00,other,,,Spy Camera,699,2
34446,219232091,purchase,2013-06-24 00:00:00,other,,,Base Station,47,3
34447,219232091,purchase,2013-06-24 00:00:00,other,,,Status Indicator Md,295,4
45447,219232597,purchase,2015-01-08 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
45448,219232597,purchase,2015-01-19 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
45731,219232597,purchase,2015-01-19 00:00:00,other,,Dist Partners,Signal Amplifier,98,3
27896,219240693,purchase,2013-01-14 00:00:00,other,,,Status Indicator Lg,397,1
43479,219246765,purchase,2013-06-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,1
51154,219247271,purchase,2014-11-18 00:00:00,online,,Dist Partners,Base Station,47,1
34388,219250307,purchase,2013-11-14 00:00:00,Distrib A,,,Status Indicator Sm,203,1
34386,219250307,purchase,2014-02-05 00:00:00,Distrib A,,,Status Indicator Sm,203,2
43342,219254861,purchase,2014-08-20 00:00:00,Target,,Retail,Status Indicator Md,295,1
35745,219255367,purchase,2013-08-14 00:00:00,other,,Retail,Status Indicator Lg,397,1
39532,219256885,purchase,2014-02-19 00:00:00,Amazon.com,,Retail,Status Indicator Sm,203,1
46070,219258909,purchase,2014-12-16 00:00:00,other,code3,Online,Status Indicator Sm,203,1
46558,219258909,purchase,2014-12-16 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
34454,219259415,purchase,2013-03-20 00:00:00,online,,,Alarm,699,1
34455,219259415,purchase,2013-10-22 00:00:00,Amazon.com,,,Status Indicator Lg,397,2
31262,219264475,purchase,2014-03-07 00:00:00,Best Buy,,,Status Indicator Lg,397,1
27898,219264475,purchase,2014-05-15 00:00:00,Flagship Stores,,,Dashboard,344,2
27895,219264475,purchase,2014-07-10 00:00:00,Flagship Stores,,,Base Station,47,3
32245,219265487,purchase,2013-01-15 00:00:00,other,,Dist Partners,Dashboard,344,1
38080,219266499,purchase,2013-07-26 00:00:00,online,,Online,Launch Button,699,1
38515,219266499,purchase,2013-07-29 00:00:00,online,,Online,Alarm,699,2
40177,219266499,purchase,2013-07-29 00:00:00,online,,Online,Status Indicator Md,295,3
25096,219266499,purchase,2014-06-04 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
28939,219266499,purchase,2014-10-14 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,5
42677,219266499,purchase,2014-12-18 00:00:00,online,,Online,Status Indicator Sm,203,6
31296,219268523,purchase,2013-05-30 00:00:00,other,,,Launch Button,699,1
37907,219271559,purchase,2013-04-08 00:00:00,Amazon.com,,,Dashboard + Monitor,502,1
28358,219279655,purchase,2013-11-12 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
24670,219283703,purchase,2013-10-04 00:00:00,other,,Dist Partners,Status Indicator Lg,397,1
24287,219283703,purchase,2014-01-13 00:00:00,other,,Dist Partners,Spy Camera,699,2
30145,219283703,purchase,2014-06-27 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
37922,219284209,purchase,2014-04-24 00:00:00,Flagship Stores,,,Dashboard + Monitor,502,1
37923,219284209,purchase,2014-04-24 00:00:00,Flagship Stores,,,Dashboard + Monitor,502,2
41089,219284209,purchase,2014-04-24 00:00:00,Flagship Stores,,,Dashboard + Monitor,502,3
41132,219284209,purchase,2014-04-24 00:00:00,Flagship Stores,,,Dashboard + Monitor,502,4
44267,219284209,purchase,2014-04-24 00:00:00,Flagship Stores,,,Dashboard + Monitor,502,5
44268,219284209,purchase,2014-04-24 00:00:00,Flagship Stores,,,Dashboard + Monitor,502,6
