,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price
35232,219039305,purchase,2014-09-10,Flagship Stores,,Holographic Commerce,Alarm,699
27579,219048413,purchase,2014-06-06,Flagship Stores,,,Status Indicator Sm,203
51128,219055497,purchase,2014-07-07,Flagship Stores,,Holographic Commerce,Base Station,47
41060,219059545,purchase,2013-11-05,other,,,Status Indicator Sm,203
44449,219061063,purchase,2014-07-25,Flagship Stores,,,Base Station,47
41148,219064605,purchase,2013-01-03,Best Buy,,,Status Indicator Lg,397
41147,219064605,purchase,2013-02-13,Best Buy,,,Status Indicator Md,295
27430,219066123,purchase,2013-08-13,Flagship Stores,,,Status Indicator Md,295
41180,219066629,purchase,2013-10-25,online partner,,,Status Indicator Sm,203
36076,219070677,purchase,2013-10-11,Electronic Exp,,Dist Partners,Status Indicator Sm,203
27867,219071183,purchase,2013-11-14,other,,,Base Station,47
29341,219072195,purchase,2013-12-02,online,,Online,Status Indicator Sm,203
34395,219072701,purchase,2013-03-11,other,,,Alarm,699
34396,219072701,purchase,2013-03-11,other,,,Launch Button,699
37800,219076749,purchase,2013-11-01,Distrib A,,,Status Indicator Sm,203
41154,219076749,purchase,2014-04-03,Flagship Stores,,,Status Indicator Sm,203
41067,219076749,purchase,2014-08-08,Flagship Stores,,,Status Indicator Sm,203
41166,219079279,purchase,2013-10-09,Distrib A,,,Status Indicator Sm,203
37487,219084339,purchase,2013-08-08,other,,Online,Base Station,47
37233,219085857,purchase,2013-04-22,Southern,,Retail,Base Station,47
37234,219085857,purchase,2013-04-22,Southern,,Retail,Base Station,47
32567,219088387,purchase,2013-04-11,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
33160,219088387,purchase,2013-11-08,online,,Dist Partners,Status Indicator Sm,203
33356,219088387,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
39220,219091929,purchase,2013-12-30,online,,Online,Status Indicator Sm,203
31986,219095471,purchase,2014-04-25,Flagship Stores,,Holographic Commerce,Alarm,699
35212,219095471,purchase,2014-05-07,Flagship Stores,,Holographic Commerce,Alarm,699
35670,219095471,purchase,2014-05-29,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
35549,219095471,purchase,2014-09-11,Flagship Stores,,Holographic Commerce,Signal Amplifier,98
34316,219098001,purchase,2013-05-22,Amazon.com,,,Dashboard,344
31339,219100531,purchase,2013-05-16,Southern,,,Base Station,47
31342,219100531,purchase,2013-05-17,Southern,,,Base Station,47
31338,219100531,purchase,2013-10-28,other,,,Dashboard + Monitor,502
31703,219101037,purchase,2013-08-23,other,,Online,Dashboard + Monitor,502
32122,219101037,purchase,2013-08-23,other,,Online,Dashboard,344
24551,219101037,purchase,2014-10-17,Flagship Stores,,Holographic Commerce,Signal Amplifier,98
25314,219101037,purchase,2014-12-04,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
37725,219103567,purchase,2013-09-09,online,,,Status Indicator Md,295
34469,219103567,purchase,2014-06-06,Flagship Stores,,,Alarm,699
42464,219105085,purchase,2013-11-25,online,,Dist Partners,Status Indicator Sm,203
31096,219106603,purchase,2013-10-25,online partner,,,Base Station,47
31097,219106603,purchase,2013-10-25,online partner,,,Status Indicator Sm,203
29342,219107615,purchase,2013-11-19,Thayer,,Dist Partners,Status Indicator Sm,203
29250,219108121,purchase,2013-10-23,Distrib A,,Dist Partners,Status Indicator Sm,203
50447,219108121,purchase,2015-02-16,other,,Retail,Signal Amplifier,98
31145,219111663,purchase,2013-03-11,other,,,Status Indicator Lg,397
34497,219120265,purchase,2014-07-25,Flagship Stores,,,Launch Button,699
41185,219122289,purchase,2013-11-13,Best Buy,,,Status Indicator Sm,203
31299,219124313,purchase,2013-04-09,DSG,,,Status Indicator Md,295
31468,219126337,purchase,2013-04-08,online,,Dist Partners,Launch Button,699
25024,219126337,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
28376,219126843,purchase,2013-07-05,Computer Discounter,,Dist Partners,Dashboard + Monitor,502
30127,219126843,purchase,2013-09-05,Thayer,,Dist Partners,Status Indicator Md,295
28797,219126843,purchase,2014-02-07,Computer Discounter,,Dist Partners,Dashboard,344
29443,219126843,purchase,2014-02-21,Computer Discounter,,Dist Partners,Status Indicator Sm,203
32805,219126843,purchase,2014-04-28,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
39279,219126843,purchase,2014-04-28,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
39280,219126843,purchase,2014-04-28,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
32804,219126843,purchase,2014-05-16,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
43353,219126843,purchase,2014-07-07,Computer Discounter,,Dist Partners,Status Indicator Md,295
28908,219126843,purchase,2014-10-30,Flagship Stores,,Holographic Commerce,Dashboard,344
41588,219126843,purchase,2014-10-30,Computer Discounter,,Dist Partners,Dashboard + Monitor,502
41861,219126843,purchase,2014-10-30,Computer Discounter,,Dist Partners,Dashboard,344
41862,219126843,purchase,2014-10-30,Computer Discounter,,Dist Partners,Dashboard,344
41863,219126843,purchase,2014-10-30,Computer Discounter,,Dist Partners,Dashboard,344
42733,219126843,purchase,2014-10-30,Computer Discounter,,Dist Partners,Status Indicator Sm,203
50342,219126843,purchase,2014-12-31,Computer Discounter,,Dist Partners,Alarm,699
50385,219134433,purchase,2015-03-26,other,,Dist Partners,Dashboard,344
31859,219138987,purchase,2014-02-26,other,,Dist Partners,Dashboard + Monitor,502
31557,219138987,purchase,2014-03-10,other,,Dist Partners,Launch Button,699
32242,219138987,purchase,2014-03-12,Cambridge,,Retail,Dashboard,344
43064,219138987,purchase,2014-04-17,Best Buy,,Retail,Status Indicator Sm,203
28035,219139999,purchase,2014-08-08,Flagship Stores,,,Launch Button,699
45778,219141011,purchase,2014-11-21,other,,Other,Status Indicator Lg,397
29318,219148095,purchase,2014-03-03,online,,Dist Partners,Status Indicator Sm,203
32631,219148095,purchase,2014-03-03,online,,Dist Partners,Status Indicator Sm,203
30512,219148095,purchase,2014-03-24,online,,Dist Partners,Base Station,47
45943,219148601,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Lg,397
34380,219153661,purchase,2013-06-05,DSG,,,Base Station,47
44007,219160745,purchase,2014-01-21,Target,,,Status Indicator Sm,203
44006,219160745,purchase,2014-02-04,Target,,,Status Indicator Sm,203
32528,219164287,purchase,2013-12-03,Amazon.com,,Retail,Status Indicator Lg,397
34477,219168841,purchase,2013-04-17,other,,,Remote,344
27882,219168841,purchase,2013-05-15,other,,,Dashboard,344
31077,219169853,purchase,2013-07-22,DSG,,,Launch Button,699
34533,219176431,purchase,2014-01-23,Distrib A,,,Status Indicator Sm,203
34580,219177443,purchase,2014-10-22,Flagship Stores,,,Status Indicator Md,295
50738,219178961,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
32655,219183515,purchase,2014-01-24,other,,Dist Partners,Status Indicator Sm,203
44815,219186551,purchase,2014-10-07,Flagship Stores,,,Dashboard,344
31659,219188575,purchase,2013-03-05,Distrib C,,Retail,Dashboard + Monitor,502
31344,219191611,purchase,2013-11-11,Electronic Exp,,,Launch Button,699
34289,219192117,purchase,2014-10-01,online,code2,Online,Base Station,47
24443,219192117,purchase,2014-10-02,Flagship Stores,,Holographic Commerce,Dashboard,344
31592,219202237,purchase,2013-03-13,Flagship Stores,,Holographic Commerce,Launch Button,699
32025,219202237,purchase,2013-03-26,Flagship Stores,,Holographic Commerce,Alarm,699
34308,219202237,purchase,2013-11-25,Flagship Stores,,Holographic Commerce,Base Station,47
34309,219202237,purchase,2013-11-25,Flagship Stores,,Holographic Commerce,Base Station,47
33274,219202237,purchase,2013-12-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
33273,219202237,purchase,2013-12-06,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
29061,219207803,purchase,2013-09-16,Distrib A,,Dist Partners,Status Indicator Lg,397
32815,219207803,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
50470,219207803,purchase,2014-10-06,other,,Dist Partners,Signal Amplifier,98
50418,219207803,purchase,2014-10-24,other,,Dist Partners,Dashboard,344
50571,219207803,purchase,2014-10-24,other,,Dist Partners,Status Indicator Lg,397
51073,219207803,purchase,2014-10-24,other,,Dist Partners,Status Indicator Md,295
37862,219208309,purchase,2013-05-08,other,,,Base Station,47
40654,219211345,purchase,2013-11-11,other,,Retail,Base Station,47
40118,219211345,purchase,2014-01-24,Amazon.com,,Retail,Status Indicator Md,295
34445,219232091,purchase,2013-03-08,other,,,Launch Button,699
34444,219232091,purchase,2013-03-22,other,,,Spy Camera,699
34446,219232091,purchase,2013-06-24,other,,,Base Station,47
34447,219232091,purchase,2013-06-24,other,,,Status Indicator Md,295
45447,219232597,purchase,2015-01-08,other,,Dist Partners,Dashboard + Monitor,502
45448,219232597,purchase,2015-01-19,other,,Dist Partners,Dashboard + Monitor,502
45731,219232597,purchase,2015-01-19,other,,Dist Partners,Signal Amplifier,98
27896,219240693,purchase,2013-01-14,other,,,Status Indicator Lg,397
43479,219246765,purchase,2013-06-13,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
51154,219247271,purchase,2014-11-18,online,,Dist Partners,Base Station,47
34388,219250307,purchase,2013-11-14,Distrib A,,,Status Indicator Sm,203
34386,219250307,purchase,2014-02-05,Distrib A,,,Status Indicator Sm,203
43342,219254861,purchase,2014-08-20,Target,,Retail,Status Indicator Md,295
35745,219255367,purchase,2013-08-14,other,,Retail,Status Indicator Lg,397
39532,219256885,purchase,2014-02-19,Amazon.com,,Retail,Status Indicator Sm,203
46070,219258909,purchase,2014-12-16,other,code3,Online,Status Indicator Sm,203
46558,219258909,purchase,2014-12-16,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
34454,219259415,purchase,2013-03-20,online,,,Alarm,699
34455,219259415,purchase,2013-10-22,Amazon.com,,,Status Indicator Lg,397
31262,219264475,purchase,2014-03-07,Best Buy,,,Status Indicator Lg,397
27898,219264475,purchase,2014-05-15,Flagship Stores,,,Dashboard,344
27895,219264475,purchase,2014-07-10,Flagship Stores,,,Base Station,47
32245,219265487,purchase,2013-01-15,other,,Dist Partners,Dashboard,344
38080,219266499,purchase,2013-07-26,online,,Online,Launch Button,699
38515,219266499,purchase,2013-07-29,online,,Online,Alarm,699
40177,219266499,purchase,2013-07-29,online,,Online,Status Indicator Md,295
25096,219266499,purchase,2014-06-04,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
28939,219266499,purchase,2014-10-14,Flagship Stores,,Holographic Commerce,Signal Amplifier,98
42677,219266499,purchase,2014-12-18,online,,Online,Status Indicator Sm,203
31296,219268523,purchase,2013-05-30,other,,,Launch Button,699
37907,219271559,purchase,2013-04-08,Amazon.com,,,Dashboard + Monitor,502
28358,219279655,purchase,2013-11-12,other,,Dist Partners,Dashboard + Monitor,502
24670,219283703,purchase,2013-10-04,other,,Dist Partners,Status Indicator Lg,397
24287,219283703,purchase,2014-01-13,other,,Dist Partners,Spy Camera,699
30145,219283703,purchase,2014-06-27,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
37922,219284209,purchase,2014-04-24,Flagship Stores,,,Dashboard + Monitor,502
37923,219284209,purchase,2014-04-24,Flagship Stores,,,Dashboard + Monitor,502
41089,219284209,purchase,2014-04-24,Flagship Stores,,,Dashboard + Monitor,502
41132,219284209,purchase,2014-04-24,Flagship Stores,,,Dashboard + Monitor,502
44267,219284209,purchase,2014-04-24,Flagship Stores,,,Dashboard + Monitor,502
44268,219284209,purchase,2014-04-24,Flagship Stores,,,Dashboard + Monitor,502
44269,219284209,purchase,2014-04-24,Flagship Stores,,,Dashboard + Monitor,502
44448,219284209,purchase,2014-05-02,Flagship Stores,,,Dashboard,344
34473,219284715,purchase,2013-10-01,other,,,Dashboard + Monitor,502
36694,219288257,purchase,2013-02-14,online,,Dist Partners,Status Indicator Md,295
34243,219290787,purchase,2013-05-03,Computer Discounter,,Dist Partners,Base Station,47
34637,219293317,purchase,2014-01-31,online,,,Status Indicator Sm,203
40422,219294329,purchase,2014-03-03,online,,Online,Base Station,47
33656,219295847,purchase,2014-03-19,other,,Dist Partners,Status Indicator Md,295
28491,219296353,purchase,2013-12-30,other,,Dist Partners,Dashboard + Monitor,502
43282,219296353,purchase,2014-07-18,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
43331,219298883,purchase,2014-08-08,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
41187,219299389,purchase,2013-05-07,other,,,Launch Button,699
46520,219299895,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
45673,219300401,purchase,2014-11-21,Apley,,Retail,Signal Amplifier,98
37818,219305967,purchase,2013-10-23,Distrib A,,,Status Indicator Sm,203
50860,219306473,purchase,2015-03-03,other,,Dist Partners,Status Indicator Sm,203
32795,219309003,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
28758,219310015,purchase,2013-03-20,other,,Dist Partners,Dashboard,344
28759,219310015,purchase,2013-05-07,other,,Dist Partners,Dashboard,344
29329,219310015,purchase,2013-10-24,other,,Dist Partners,Status Indicator Sm,203
29330,219310015,purchase,2013-10-31,other,,Dist Partners,Status Indicator Sm,203
29331,219310015,purchase,2014-02-24,other,,Dist Partners,Status Indicator Sm,203
29735,219311533,purchase,2013-09-17,Distrib C,,Retail,Status Indicator Sm,203
28502,219311533,purchase,2013-11-15,other,,Dist Partners,Dashboard + Monitor,502
28503,219311533,purchase,2013-11-15,other,,Dist Partners,Dashboard + Monitor,502
28886,219311533,purchase,2013-11-15,other,,Dist Partners,Dashboard,344
28887,219311533,purchase,2013-11-15,other,,Dist Partners,Dashboard,344
28257,219311533,purchase,2014-03-12,other,,Dist Partners,Launch Button,699
28613,219311533,purchase,2014-03-19,other,,Dist Partners,Spy Camera,699
38194,219311533,purchase,2014-07-06,Flagship Stores,,Holographic Commerce,Remote,344
37861,219314569,purchase,2013-09-16,other,,,Status Indicator Sm,203
37863,219314569,purchase,2013-09-16,other,,,Status Indicator Sm,203
31920,219315075,purchase,2013-12-19,Distrib A,,Dist Partners,Spy Camera,699
23959,219319123,purchase,2013-03-08,Southern,,Retail,Launch Button,699
43185,219319123,purchase,2014-07-07,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
26216,219326713,purchase,2013-05-22,Amazon.com,,Retail,Base Station,47
25169,219326713,purchase,2013-09-17,Best Buy,,Retail,Status Indicator Sm,203
25170,219326713,purchase,2013-09-17,Best Buy,,Retail,Status Indicator Sm,203
24037,219326713,purchase,2013-10-22,Amazon.com,,Retail,Launch Button,699
25352,219326713,purchase,2013-11-30,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
25353,219326713,purchase,2013-11-30,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
36363,219326713,purchase,2014-05-06,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
39668,219326713,purchase,2014-05-06,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
34816,219327219,purchase,2013-04-02,other,,Dist Partners,Launch Button,699
35164,219327219,purchase,2013-11-08,other,,Dist Partners,Spy Camera,699
32909,219328231,purchase,2014-01-09,online,,Online,Status Indicator Sm,203
27710,219330255,purchase,2014-06-05,Flagship Stores,,,Dashboard + Monitor,502
27907,219330255,purchase,2014-06-18,Flagship Stores,,,Status Indicator Lg,397
27903,219330255,purchase,2014-07-25,Flagship Stores,,,Dashboard + Monitor,502
31252,219331773,purchase,2014-02-06,Cambridge,,,Launch Button,699
38519,219332279,purchase,2013-05-24,Amazon.com,,Retail,Alarm,699
39585,219332279,purchase,2013-10-18,Amazon.com,,Retail,Status Indicator Sm,203
38090,219332279,purchase,2013-11-20,Amazon.com,,Retail,Launch Button,699
29709,219332279,purchase,2014-05-06,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
27892,219334303,purchase,2013-01-21,other,,,Alarm,699
27893,219334303,purchase,2013-02-28,other,,,Launch Button,699
34331,219336327,purchase,2013-06-12,Amazon.com,,,Status Indicator Md,295
46299,219338351,purchase,2015-01-02,online,,Online,Status Indicator Sm,203
38368,219342399,purchase,2013-09-05,Thayer,,Dist Partners,Dashboard + Monitor,502
39595,219342399,purchase,2013-12-06,Southern,,Retail,Status Indicator Sm,203
40788,219342399,purchase,2013-12-13,Southern,,Retail,Base Station,47
36751,219343411,purchase,2013-04-05,Target,,Retail,Status Indicator Md,295
51105,219343411,purchase,2014-10-14,Amazon.com,,Retail,Status Indicator Md,295
50327,219343411,purchase,2014-11-28,other,,Dist Partners,Dashboard + Monitor,502
41628,219347965,purchase,2013-03-18,Amazon.com,,Retail,Spy Camera,699
42481,219347965,purchase,2013-09-13,Target,,Retail,Status Indicator Sm,203
42482,219347965,purchase,2013-09-13,Target,,Retail,Status Indicator Sm,203
34035,219348471,purchase,2013-06-21,Target,,Retail,Base Station,47
46893,219348471,purchase,2014-11-12,Target,,Retail,Status Indicator Md,295
50191,219348471,purchase,2014-12-30,Amazon.com,,Retail,Launch Button,699
33960,219348977,purchase,2013-10-24,Southern,,Retail,Base Station,47
39981,219355049,purchase,2014-04-17,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
32604,219356061,purchase,2013-10-29,other,,Online,Status Indicator Sm,203
